arm,seed,best_epoch,val_macro_f1,val_accuracy,val_weighted_f1,val_loss,epochs_ran,stopped_early,total_time_seconds,f1_Bird-drop,precision_Bird-drop,recall_Bird-drop,f1_Clean,precision_Clean,recall_Clean,f1_Dusty,precision_Dusty,recall_Dusty,f1_Electrical-damage,precision_Electrical-damage,recall_Electrical-damage,f1_Physical-Damage,precision_Physical-Damage,recall_Physical-Damage,f1_Snow-Covered,precision_Snow-Covered,recall_Snow-Covered
norot,42,75,0.7876664842182083,0.8290598290598291,0.8197250174261668,0.6733756875380491,90,True,1195.96,0.6857142857142857,0.75,0.631578947368421,0.8571428571428571,0.8275862068965517,0.8888888888888888,0.8888888888888888,0.8571428571428571,0.9230769230769231,0.8275862068965517,0.75,0.9230769230769231,0.5333333333333333,0.8,0.4,0.9333333333333333,0.9130434782608695,0.9545454545454546
norot,123,80,0.7863431264822237,0.7948717948717948,0.7985086382366092,0.685657178489571,95,True,1263.54,0.6046511627906976,0.5416666666666666,0.6842105263157895,0.8301886792452831,0.8461538461538461,0.8148148148148148,0.8333333333333334,0.9090909090909091,0.7692307692307693,0.8,0.8333333333333334,0.7692307692307693,0.7368421052631579,0.7777777777777778,0.7,0.9130434782608695,0.875,0.9545454545454546
norot,456,23,0.744690969825566,0.7692307692307693,0.7692258486429818,0.8683107337381086,38,True,496.99,0.6666666666666666,0.6086956521739131,0.7368421052631579,0.7457627118644068,0.6875,0.8148148148148148,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.88,0.9166666666666666,0.8461538461538461,0.47058823529411764,0.5714285714285714,0.4,0.8205128205128205,0.9411764705882353,0.7272727272727273
