epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,learning_rate,elapsed_seconds
1,1.631811581717597,1.5340687734449012,0.452991452991453,0.2735134638360445,0.3514769334455025,0.001,14.149
2,1.440067305388274,1.3105576282892473,0.5213675213675214,0.4432809880178301,0.4994156590647818,0.001,14.269
3,1.4034569122173168,1.2459500742773724,0.5384615384615384,0.44973766898475276,0.5030598752762061,0.001,16.012
4,1.383183028962877,1.2055181165536244,0.5641025641025641,0.4554277732444807,0.5201864667133945,0.001,14.861
5,1.3535004333213523,1.1664878094298208,0.5811965811965812,0.5061039806280567,0.5640742188679133,0.001,13.717
6,1.3218512323167588,1.1890155945578191,0.5726495726495726,0.48137743469480815,0.535753120568442,0.001,14.892
7,1.2562251382403904,1.3471350231741228,0.49572649572649574,0.38859363019420695,0.45497122973691106,0.001,15.7
8,1.2317774057388307,1.3463346387586024,0.5299145299145299,0.4616334620327584,0.5137524103770519,0.001,15.423
9,1.25296077993181,1.2045899558271098,0.6068376068376068,0.5234893702571971,0.5849967159882661,0.001,17.535
10,1.1986189957018252,1.2632648720700517,0.5555555555555556,0.5182259527911702,0.56947248713135,0.001,16.256
11,1.1920997451852868,1.0465877453486125,0.6410256410256411,0.5508376284777822,0.6299289444024961,0.001,13.702
12,1.138016187703168,0.9083230663568546,0.6666666666666666,0.6523103707886316,0.6761648979040285,0.001,13.124
13,1.074988685272358,1.1033046347463233,0.5726495726495726,0.5397916947099206,0.5755870387819506,0.001,13.156
14,1.1508196539349027,1.2036145273436847,0.5811965811965812,0.4982767238925918,0.565913141816524,0.001,13.303
15,1.1481649778507375,1.1413650736849532,0.5555555555555556,0.5673587563680443,0.5725482215678295,0.001,13.244
16,1.1598688231574164,1.3959269215408554,0.48717948717948717,0.4136236312706901,0.4596305655129184,0.001,13.221
17,1.1303353592201515,0.966541421209645,0.6752136752136753,0.6226123287120222,0.6603540370007873,0.001,13.39
18,1.1227955332508794,1.0121860101691678,0.6581196581196581,0.6422207138118331,0.6703453226117426,0.001,13.118
19,1.1081874732617978,1.2880618252560623,0.5042735042735043,0.44059903546745655,0.46320353136142617,0.001,13.441
20,1.0830861824530142,1.160073233465863,0.5811965811965812,0.5239414275219901,0.5771218204295783,0.0005,13.02
21,1.1201206975513034,0.9353753292662466,0.6752136752136753,0.6660952143095,0.6818715980803892,0.0005,13.124
22,0.9929736018180847,0.8332085622172071,0.7350427350427351,0.6878597293691632,0.7265221152013606,0.0005,13.687
23,0.9460244443681505,0.858756022193493,0.6923076923076923,0.6391126875774651,0.6834855927760771,0.0005,13.287
24,0.962748466597663,0.8274389530858423,0.7094017094017094,0.6688829316082763,0.706619285190131,0.0005,13.229
25,0.9433778436095627,0.821116894738287,0.6923076923076923,0.6661150946865233,0.6968286968286967,0.0005,13.371
26,0.9777370302765458,0.809597938743412,0.7008547008547008,0.6502486551337125,0.6927241270153147,0.0005,12.928
27,0.9783221765800759,0.7898696976849157,0.7606837606837606,0.7188798683315133,0.7555291796567969,0.0005,13.397
28,0.9955868261831778,0.9177301892867455,0.6666666666666666,0.6357846490466351,0.6672078884483321,0.0005,13.148
29,0.9748445669809978,0.8238913205444304,0.7008547008547008,0.6839783425821272,0.6988696254144601,0.0005,13.091
30,0.9571509820443612,0.8074737068934318,0.7435897435897436,0.7061259487540953,0.7426620207909017,0.0005,13.071
31,0.9460895644293891,0.9292292531229492,0.6410256410256411,0.5894409937888199,0.6357402983489941,0.0005,13.201
32,0.9591257430888989,0.8958284097094821,0.6581196581196581,0.6389145315966044,0.6655892684137316,0.0005,13.113
33,0.9239199536818045,0.9299751290908227,0.6410256410256411,0.6122126671866073,0.6528168917624863,0.0005,13.253
34,0.9511001110076904,0.940585176150004,0.6923076923076923,0.6126202654975034,0.6733863370692014,0.0005,12.888
35,0.9209062788221571,0.9628130394933571,0.6153846153846154,0.5800710817044755,0.6070130385640647,0.00025,13.514
36,0.9093310426782679,0.8528076033306937,0.6923076923076923,0.6704900763724293,0.7038810527498309,0.00025,13.271
37,0.8783486878430402,0.7708859489514277,0.7350427350427351,0.6884645590469528,0.7268931456676068,0.00025,12.842
38,0.92134092869582,0.8444962579215693,0.717948717948718,0.6839971861082342,0.7165893995169041,0.00025,13.563
39,0.8869866636064317,0.8291551323018522,0.6752136752136753,0.6416585865115277,0.6866055429403846,0.00025,13.832
40,0.902020381115101,0.8571894247817178,0.6923076923076923,0.6544802692777282,0.6938399506240442,0.00025,14.752
41,0.8271794773914196,0.7716235166940933,0.7094017094017094,0.6876320398960618,0.715063055368573,0.00025,14.718
42,0.8658240892268994,0.8105746405756372,0.717948717948718,0.6873696960969329,0.7229234958838535,0.00025,14.391
