epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,learning_rate,elapsed_seconds
1,1.7319748834327415,1.665296488847488,0.28205128205128205,0.16332486388384754,0.2093310375851211,0.001,17.54
2,1.5201951918778596,1.3227071362173455,0.5299145299145299,0.40451371226907984,0.47745198342465744,0.001,15.595
3,1.4226921637852987,1.2905695336496728,0.49572649572649574,0.45885736001268745,0.49095851374413635,0.001,15.46
4,1.3428476881097864,1.2091993971003427,0.5982905982905983,0.5358764092977423,0.5791184452931257,0.001,13.383
5,1.3601049882394296,1.1472224689956405,0.6068376068376068,0.5250367149909704,0.5841044670587342,0.001,13.234
6,1.2587559037738376,1.2384357564469688,0.6068376068376068,0.5284313725490196,0.5859776389188155,0.001,13.348
7,1.2635118140114678,1.0874667351062481,0.6153846153846154,0.5463476703410369,0.6019952054492951,0.001,13.955
8,1.2552265423315543,1.0044987081971943,0.6495726495726496,0.5765013891100847,0.634709530116442,0.001,14.07
9,1.1937501615948147,1.315335294120332,0.5641025641025641,0.4981687359877056,0.5519281677683218,0.001,13.237
10,1.219569206237793,0.9681790343716613,0.6495726495726496,0.5953486144662615,0.6447849300790477,0.001,13.363
11,1.1917694692258483,1.1506366128595467,0.5897435897435898,0.525548565503949,0.5806055577472116,0.001,13.118
12,1.1645848962995742,0.9441826524388077,0.6837606837606838,0.6148158168991502,0.6610084873973763,0.001,13.664
13,1.1489213749214455,1.1808747277300582,0.5982905982905983,0.5775963942235289,0.6128294580965724,0.001,13.195
14,1.123943982300935,0.9653935992819631,0.6410256410256411,0.5749658717491873,0.6347349712025099,0.001,13.163
15,1.088957126935323,0.9579903633676023,0.6837606837606838,0.6566500516195638,0.6763407850806225,0.001,13.312
16,1.122945280428286,1.0034446818196876,0.6239316239316239,0.5855096965762564,0.6179461632549043,0.001,13.124
17,1.1080529045175622,1.046175541021885,0.6153846153846154,0.6192609551955547,0.625116176665573,0.001,13.106
18,1.0829760551452636,0.8353565570890394,0.6923076923076923,0.6042054079026306,0.6735665534965575,0.001,13.478
19,1.0474684909537986,0.9245763306434338,0.6410256410256411,0.5664540237004005,0.6284514912534237,0.001,14.326
20,1.1039882968973231,1.1756238357251525,0.48717948717948717,0.47181171319102355,0.45883331228158813,0.001,15.458
21,1.0526220719019572,1.0153870462861836,0.6068376068376068,0.5463203463203463,0.585919265919266,0.001,15.02
22,0.9875710125322695,0.8352881272633871,0.6752136752136753,0.6332151446437161,0.6730161549209168,0.001,14.121
