epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,learning_rate,elapsed_seconds
1,1.6397210209457962,1.5823784271876018,0.3333333333333333,0.23360168097010203,0.26711819694275835,0.001,20.19
2,1.4690955011932938,1.282715049564329,0.5555555555555556,0.5031945448207905,0.5590292941911251,0.001,16.746
3,1.414373403125339,1.3365562583646204,0.5128205128205128,0.4910803904706344,0.5500673081973895,0.001,16.905
4,1.3389849150622333,1.1369310268479536,0.6068376068376068,0.5176582934469948,0.5783533115888214,0.001,17.289
5,1.281046986579895,1.1486844356752868,0.6239316239316239,0.564165439580722,0.610759648582291,0.001,16.577
6,1.2662966269033926,1.0706494180565207,0.6239316239316239,0.5508848443631053,0.6193861411252716,0.001,16.703
7,1.2519216767063848,1.0827421199562204,0.6153846153846154,0.5195834435795151,0.570162603881504,0.001,16.849
8,1.2041572438346015,1.12740821002895,0.5555555555555556,0.5209428326567515,0.5720542476385678,0.001,16.004
9,1.1806824569348935,1.0408480069321444,0.6068376068376068,0.5410935636308282,0.5815226925280181,0.001,17.046
10,1.1869877620979592,0.9642618110037258,0.6581196581196581,0.5539560710292417,0.6048218753659654,0.001,15.448
11,1.1381830431796887,0.991690968346392,0.6068376068376068,0.5634590941639813,0.5999133594058407,0.001,15.721
12,1.1539412604437933,1.0614874057280712,0.6581196581196581,0.5810858896404091,0.6347508567738123,0.001,15.784
13,1.1363735808266533,1.1710259404956784,0.5470085470085471,0.49883687656752346,0.5589939536917267,0.001,15.64
14,1.1005892033930178,0.8684702989382621,0.7264957264957265,0.6977742613831942,0.7211956621915236,0.001,15.675
15,1.1037048251540573,0.9766987136159188,0.6153846153846154,0.5794332120332882,0.6046229328595115,0.001,15.861
16,1.0687284619719895,1.0258245558565497,0.6239316239316239,0.5320391689439309,0.5717872436431655,0.001,15.782
17,1.102260610792372,0.9919720078125979,0.5982905982905983,0.5824583512341912,0.6097266983308472,0.001,15.577
18,1.0613568994734022,0.8165978928152312,0.7435897435897436,0.7070713509458422,0.7355577255270266,0.001,15.429
19,1.0511205792427063,0.9918886870145798,0.6495726495726496,0.5787972485031307,0.6317373057644551,0.001,15.959
20,1.023522345666532,0.8116940147856362,0.7350427350427351,0.7338344247893945,0.7427649676876393,0.001,15.772
21,0.9877015965956228,0.9236218967498877,0.6495726495726496,0.5820778255560864,0.6543398630355153,0.001,15.699
22,1.002518724070655,0.8258526218243134,0.7264957264957265,0.6651829145354857,0.7107990824848637,0.001,15.598
23,1.012853056413156,0.8539553591583529,0.6581196581196581,0.5816277779453294,0.6386321452477997,0.001,15.725
24,0.9834460514563101,0.8335036723277508,0.7863247863247863,0.767581227337956,0.7813723160514051,0.001,15.772
25,1.062393593788147,0.875508008349655,0.6666666666666666,0.6233589316796003,0.6711957356977232,0.001,15.598
26,0.9890581025017633,1.1872221924300888,0.5470085470085471,0.5643924386808638,0.5553747435954414,0.001,15.598
27,1.0098125952261465,0.8119995311284677,0.717948717948718,0.6212064924830881,0.6767045930166496,0.001,15.842
28,0.9065308694486265,1.1265525023142497,0.5641025641025641,0.49765790702389784,0.5484541926121675,0.001,15.773
29,1.0022123601701525,1.0364702520334823,0.6239316239316239,0.5723484759234388,0.6045808288509921,0.001,15.463
30,0.9416876461770799,0.7526196946955135,0.7606837606837606,0.6973134801842044,0.7451578818025878,0.001,15.596
31,0.9458039389716254,0.8550174136956533,0.6837606837606838,0.659192671128155,0.675954403100805,0.001,15.544
32,0.9239405371524669,1.0146537986066606,0.6410256410256411,0.5482250084358853,0.5877618455864849,0.0005,15.783
33,0.9492084211773343,0.7485137291443653,0.7435897435897436,0.7261716653582247,0.7503644417240681,0.0005,15.487
34,0.8507876109193873,0.8232380951571668,0.6752136752136753,0.634086931874199,0.6702958905598656,0.0005,15.151
35,0.8981136843010231,0.725554389321906,0.811965811965812,0.7907056796570863,0.8127122493874412,0.0005,15.613
36,0.8325507402420044,0.7497036355173486,0.7264957264957265,0.6932069292363409,0.7205034979544783,0.0005,15.666
37,0.8741317404641046,0.7147701014565606,0.7948717948717948,0.7823118093336321,0.7949068174570957,0.0005,15.561
38,0.8346165277339794,0.798215871055921,0.7521367521367521,0.6956846905993016,0.7311107683841591,0.0005,15.386
39,0.8773011454829464,1.0561663238411276,0.5897435897435898,0.599855115335191,0.6067450786762593,0.0005,15.395
40,0.8438266824792933,0.8845286023540374,0.6666666666666666,0.6295428736922367,0.6519671459049011,0.0005,15.372
41,0.851529214558778,0.7843604098018419,0.7264957264957265,0.6961378891179114,0.7308814833787086,0.0005,15.423
42,0.8544112161353782,0.7487931883233225,0.7606837606837606,0.7383125496868935,0.7649386004294522,0.0005,15.543
43,0.8075667275322809,0.7340381931290667,0.7692307692307693,0.7534104422147901,0.7778083640625446,0.00025,15.657
44,0.8255890749118946,0.6986011878038064,0.7863247863247863,0.7742529497528122,0.7878565075518584,0.00025,19.99
45,0.7776636574003432,0.7190510709571023,0.7692307692307693,0.751292466011892,0.7714711587168215,0.00025,26.86
46,0.8080788943502638,0.7658064609918839,0.7350427350427351,0.6917316974636746,0.7301222518206153,0.00025,26.052
47,0.7844762493062902,0.7510237970158585,0.7606837606837606,0.7361531534463865,0.762679119821977,0.00025,26.052
48,0.7592543835993166,0.6918418837918175,0.7948717948717948,0.7879135874322117,0.7951609438659057,0.00025,25.596
49,0.8188902532612836,0.694681762630104,0.811965811965812,0.8018759043720123,0.814191610666269,0.00025,26.081
50,0.7599791884422302,0.7614788467812742,0.7863247863247863,0.7695314922765902,0.7827388575100994,0.00025,25.993
51,0.8140607979562547,0.7445109201292707,0.7264957264957265,0.7098206252811515,0.728255158771353,0.00025,26.07
52,0.7445288176889773,0.6987916610689244,0.7606837606837606,0.7502251224722296,0.7578967162144966,0.00025,26.341
53,0.7655685850867519,0.6971399465687255,0.7606837606837606,0.7404867919052317,0.7631779393008707,0.00025,26.309
54,0.7874652134047614,0.706109701950326,0.8205128205128205,0.8107845041668571,0.8180139758571131,0.00025,25.682
55,0.7401407921755755,0.7248011873318598,0.7692307692307693,0.7549727128087272,0.7709458703431,0.00025,26.142
56,0.7585805243915982,0.7521411763806628,0.7435897435897436,0.7265299715121974,0.7421225314215926,0.00025,25.982
57,0.7610973834991455,0.7177471149171519,0.7606837606837606,0.7401806546615791,0.7557497049426617,0.00025,25.947
58,0.7868663311004639,0.7178444128770095,0.8034188034188035,0.8011432807980122,0.8088227746100395,0.00025,26.008
59,0.7534609507631372,0.6897855207451389,0.8034188034188035,0.7996673001184279,0.8033995385759412,0.00025,25.846
60,0.7717298520935907,0.7073719162716825,0.7863247863247863,0.7757023046219841,0.7859918529266484,0.00025,25.861
61,0.7307975817609716,0.7076475077714676,0.8034188034188035,0.7909571624096907,0.8014906224466702,0.00025,25.797
62,0.7814052802545053,0.6769680324782673,0.811965811965812,0.8000794830504976,0.8110230259988714,0.000125,26.541
